;proceedings:ID;address:string;author:string[];booktitle:string;cite:string[];cite-label:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string;isbn:string[];isbn-type:string[];journal:string;key:string;mdate:date;note:string[];note-type:string;number:string;pages:string;publisher:string[];publisher-href:string;publtype:string;school:string;series:string[];series-href:string[];sub:string;sup:string[];title:string;url:string[];volume:string;year:int
7993;6294693;;;IROS;;;;;https://ieeexplore.ieee.org/xpl/conhome/4637508/proceeding;;;978-1-4244-2057-5;;;conf/iros/2008;2019-10-16;;;;;IEEE;;;;;;;;2008 IEEE/RSJ International Conference on Intelligent Robots and Systems, September 22-26, 2008, Acropolis Convention Center, Nice, France;db/conf/iros/iros2008.html;;2008
41688;8389020;;;PDSW@SC;;;Ali Raza Butt|Jay F. Lofstead;;https://doi.org/10.1145/2834976;;;978-1-4503-4008-3;;;conf/sc/2015pdsw;2018-11-06;;;;;ACM;;;;;;;;Proceedings of the 10th Parallel Data Storage Workshop, PDSW 2015, Austin, Texas, USA, November 15, 2015;db/conf/sc/pdsw2015.html;;2015
32498;7857149;;;CIARP;;;Alberto Sanfeliu|Jesús Ariel Carrasco-Ochoa|José Francisco Martínez Trinidad;0000-0001-7973-9075|0000-0002-9982-7758|0000-0003-3868-9678;https://doi.org/10.1007/b101756|https://www.wikidata.org/entity/Q61737930;;;3-540-23527-2;;;conf/ciarp/2004;2019-10-19;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Progress in Pattern Recognition, Image Analysis and Applications, 9th Iberoamerican Congress on Pattern Recognition, CIARP 2004, Puebla, Mexico, October 26-29, 2004, Proceedings;db/conf/ciarp/ciarp2004.html;3287;2004
10956;6501945;;;ICUMT;;;;;https://ieeexplore.ieee.org/xpl/conhome/8964405/proceeding;;;978-1-7281-5764-1;;;conf/icumt/2019;2020-02-05;;;;;IEEE;;;;;;;;11th International Congress on Ultra Modern Telecommunications and Control Systems and Workshops, ICUMT 2019, Dublin, Ireland, October 28-30, 2019;db/conf/icumt/icumt2019.html;;2019
7119;6233202;;;ICITS;;;;;https://ieeexplore.ieee.org/xpl/conhome/10361/proceeding;;;;;;conf/icits/2005;2019-10-16;;;;;IEEE;;;;;;;;IEEE Information Theory Workshop on Theory and Practice in Information-Theoretic Security, ICITS 2005, Awaji Island, Japan, October 16-19, 2005.;db/conf/icits/icits2005.html;;2005
40445;8314956;;;ICSE (SEET);;;Daniela E. Damian|Sarah Beecham;;https://dl.acm.org/citation.cfm?id=3339216|https://ieeexplore.ieee.org/xpl/conhome/8790404/proceeding;;;978-1-7281-1000-4;;;conf/icse/2019seet;2019-10-16;;;;;IEEE / ACM;;;;;;;;Proceedings of the 41st International Conference on Software Engineering: Software Engineering Education and Training, ICSE (SEET) 2019, Montreal, QC, Canada, May 25-31, 2019;db/conf/icse/seet2019.html;;2019
15030;6806167;;;HPCNCS;;;Andrew H. Sung|Guoyin Wang|Mislav Grgic;;;;;978-0-9727412-5-5;;;conf/hpcncs/2007;2008-02-20;;;;;ISRST;;;;;;;;International Conference on High Performance Computing, Networking and Communication Systems, HPCNCS-07, Orlando, Florida, USA, July 9-12 2007;db/conf/hpcncs/hpcncs2007.html;;2007
49292;8838482;;;ANCS;;;;;https://ieeexplore.ieee.org/xpl/conhome/8891060/proceeding;;;978-1-7281-4387-3;;;conf/ancs/2019;2019-11-26;;;;;IEEE;;;;;;;;2019 ACM/IEEE Symposium on Architectures for Networking and Communications Systems, ANCS 2019, Cambridge, United Kingdom, September 24-25, 2019;db/conf/ancs/ancs2019.html;;2019
30255;7720674;;;STAIRS;;;Anna Perini|Loris Penserini|Pavlos Peppas;;;;;978-1-58603-645-4;;;conf/stairs/2006;2009-02-18;;;;;IOS Press;;;;Frontiers in Artificial Intelligence and Applications;db/series/faia/index.html;;;STAIRS 2006 - Proceedings of the Third Starting AI Researchers' Symposium, Riva del Garda, Trentino, Italy, 2006;db/conf/stairs/stairs2006.html;142;2006
40479;8316004;;;ICSE;;;Dick Fairley|Dines Bjørner|Larry E. Druffel;;http://dl.acm.org/citation.cfm?id=74587;;;0-8186-1941-4;;;conf/icse/1989;2012-05-14;;;;;IEEE Computer Society / ACM Press;;;;;;;;Proceedings of the 11th International Conference on Software Engineering, Pittsburg, PA, USA, May 15-18, 1989.;db/conf/icse/icse89.html;;1989
39689;8289346;;;;;;Anja Jentzsch|Sebastian Pasewaldt|Tobias Pape;;;;;978-3-86386-719-5;;;conf/dfg/2014rtg;2020-06-03;;;;;Pro Business GmbH;;;;;;;;Proceedings of the 8th Joint Workshop of the German Research Training Groups in Computer Science - Dagstuhl 2014, Dagstuhl, Germany, June 15-18, 2014.;db/conf/dfg/rtg2014.html;;2014
37781;8188949;;;CMSB;;;François Fages;;;;;978-1-4503-0817-5;;;conf/cmsb/2011;2011-12-04;;;;;ACM;;;;;;;;Computational Methods in Systems Biology, 9th International Conference, CMSB 2011, Paris, France, September 21-23, 2011. Proceedings;db/conf/cmsb/cmsb2011.html;;2011
19452;7074669;;;GeoRich@SIGMOD;;;Leong Hou U|Mohamed Sarwat;;http://dl.acm.org/citation.cfm?id=3210272;;;;;;conf/sigmod/2018georich;2018-06-11;;;;;ACM;;;;;;;;Proceedings of the Fifth International ACM SIGMOD Workshop on Managing and Mining Enriched Geo-Spatial Data, GeoRich@SIGMOD 2018, Houston, TX, USA, June 15, 2018;db/conf/sigmod/georich2018.html;;2018
26734;7489773;;;ISIE;;;;;https://ieeexplore.ieee.org/xpl/conhome/7740453/proceeding;;;978-1-5090-0873-5;;;conf/isie/2016;2019-10-16;;;;;IEEE;;;;;;;;25th IEEE International Symposium on Industrial Electronics, ISIE 2016, Santa Clara, CA, USA, June 8-10, 2016;db/conf/isie/isie2016.html;;2016
7293;6242245;;;CNS;;;;;https://ieeexplore.ieee.org/xpl/conhome/8790401/proceeding;;;978-1-5386-7117-7;;;conf/cns/2019;2019-10-16;;;;;IEEE;;;;;;;;7th IEEE Conference on Communications and Network Security, CNS 2019, Washington, DC, USA, June 10-12, 2019;db/conf/cns/cns2019.html;;2019
46074;8620669;;;SITIS;;;Albert Dipanda|Kokou Yétongnon|Richard Chbeir;;https://ieeexplore.ieee.org/xpl/conhome/7080795/proceeding|https://www.computer.org/csdl/proceedings/sitis/2014/7978/00/index.html;;;978-1-4799-7978-3;;;conf/sitis/2014;2019-10-16;;;;;IEEE Computer Society;;;;;;;;Tenth International Conference on Signal-Image Technology and Internet-Based Systems, SITIS 2014, Marrakech, Morocco, November 23-27, 2014;db/conf/sitis/sitis2014.html;;2014
41885;8394117;;;DESRIST;;;Sandeep Purao|Vijay K. Vaishnavi;;;;;978-1-60558-408-9;;;conf/desrist/2009;2012-05-08;;;;;ACM;;;;;;;;Proceedings of the 4th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2009, Philadelphia, Pennsylvania, USA, May 7-8, 2009;db/conf/desrist/desrist2009.html;;2009
47149;8683643;;;CLUSTER;;;;;http://www.computer.org/csdl/proceedings/cluster/2005/9485/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/4154076/proceeding;;;0-7803-9485-2;;;conf/cluster/2005;2019-10-16;;;;;IEEE Computer Society;;;;;;;;2005 IEEE International Conference on Cluster Computing (CLUSTER 2005), September 26 - 30, 2005, Boston, Massachusetts, USA;db/conf/cluster/cluster2005.html;;2005
15374;6830901;;;ONS;;;Rob Sherwood;;https://www.usenix.org/conference/ons2014;;;;;;conf/ons/2014;2018-07-04;;;;;USENIX Association;;;;;;;;Open Networking Summit 2014 - Research Track, ONS 2014, Santa Clara, CA, USA, March 2-4, 2014;db/conf/ons/ons2014;;2014
12119;6579916;;;PPREW@POPL;;;Jeffrey Todd McDonald|Mila Dalla Preda;;http://dl.acm.org/citation.cfm?id=2430553;;;978-1-4503-1857-0;;;conf/popl/2013pprew;2016-03-30;;;;;ACM;;;;;;;;Proceedings of the 2nd ACM SIGPLAN Program Protection and Reverse Engineering Workshop 2013, PPREW@POPL 2013, January 26, 2013, Rome, Italy;db/conf/popl/pprew2013.html;;2013
8720;6370824;;;MIRAGE;;;André Gagalowicz|Peter Eisert;;https://doi.org/10.1145/2466715;;;978-1-4503-2023-8;;;conf/mirage/2013;2018-11-06;;;;;ACM;;;;;;;;6th International Conference on Computer Vision / Computer Graphics Collaboration Techniques and Applications, MIRAGE '13, Berlin, Germany - June 06 - 07, 2013;db/conf/mirage/mirage2013.html;;2013
74;522180;;;Trans. Large-Scale Data- and Knowledge-Centered Systems;;;Abdelkader Hameurlain|Josef Küng|Ladjel Bellatreche|Mukesh K. Mohania|Roland R. Wagner;;https://doi.org/10.1007/978-3-662-46335-2;;;978-3-662-46334-5;;;journals/tlsdkcs/2015-17;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Transactions on Large-Scale Data- and Knowledge-Centered Systems XVII - Selected Papers from DaWaK 2013;db/journals/tlsdkcs/tlsdkcs17.html;8970;2015
34406;7981970;;;WEBIST (1);;;Karl-Heinz Krempels|Paolo Traverso|Tim A. Majchrzak|Valérie Monfort;;;;;978-989-758-186-1;;;conf/webist/2016-1;2016-08-10;;;;;SciTePress;;;;;;;;Proceedings of the 12th International Conference on Web Information Systems and Technologies, WEBIST 2016, Volume 1, Rome, Italy, April 23-25, 2016;db/conf/webist/webist2016-1.html;;2016
38472;8223275;;;FORTE;;;Gregor von Bochmann|Omar Rafiq|Rachida Dssouli;;;;;0-412-73270-X;;;conf/forte/1995;2002-01-03;;;;;Chapman & Hall;;;;IFIP Conference Proceedings;db/series/ifip/index.html;;;Formal Description Techniques VIII, Proceedings of the IFIP TC6 Eighth International Conference on Formal Description Techniques, Montreal, Canada, October 1995;db/conf/forte/forte1995.html;43;1996
13986;6736809;;;ICMLSC;;;;;https://doi.org/10.1145/3380688;;;978-1-4503-7631-0;;;conf/icmlsc/2020;2020-03-23;;;;;ACM;;;;;;;;ICMLSC 2020: The 4th International Conference on Machine Learning and Soft Computing, Haiphong City, Viet Nam, January 17-19, 2020;db/conf/icmlsc/icmlsc2020.html;;2020
31039;7759534;;;CCGRID;;;;;http://www.computer.org/csdl/proceedings/ccgrid/2010/4039/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/5492934/proceeding;;;978-0-7695-4039-9;;;conf/ccgrid/2010;2019-10-16;;;;;IEEE Computer Society;;;;;;;;10th IEEE/ACM International Conference on Cluster, Cloud and Grid Computing, CCGrid 2010, 17-20 May 2010, Melbourne, Victoria, Australia;db/conf/ccgrid/ccgrid2010.html;;2010
46214;8628645;;;APWeb/WAIM (2);;;Le Sun 0003|Rui Zhang 0003|Xin Wang 0030|Yang-Sae Moon|Young-Koo Lee;0000-0001-9651-0651|0000-0002-2396-0405|0000-0002-8132-6250|0000-0003-2314-5395;https://doi.org/10.1007/978-3-030-60290-1;;;978-3-030-60289-5|978-3-030-60290-1;;;conf/apweb/2020-2;2020-10-16;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Web and Big Data - 4th International Joint Conference, APWeb-WAIM 2020, Tianjin, China, September 18-20, 2020, Proceedings, Part II;db/conf/apweb/apweb2020-2.html;12318;2020
15488;6835823;;;KESW;;;Dmitry Mouromtsev|Pavel Klinov;;https://doi.org/10.1007/978-3-319-11716-4;;;978-3-319-11715-7;;;conf/kesw/2014;2017-05-26;;;;;Springer;;;;Communications in Computer and Information Science;db/series/ccis/index.html;;;Knowledge Engineering and the Semantic Web - 5th International Conference, KESW 2014, Kazan, Russia, September 29-October 1, 2014. Proceedings;db/conf/kesw/kesw2014.html;468;2014
44433;8542090;;;ICT4AgeingWell;;;Carsten Röcker|John O'Donoghue|Leszek A. Maciaszek|Martina Ziefle|William Molloy;;;;;978-989-758-251-6;;;conf/ict4ageingwell/2017;2017-06-14;;;;;SCITEPRESS;;;;;;;;Proceedings of the 3rd International Conference on Information and Communication Technologies for Ageing Well and e-Health, ICT4AgeingWell 2017, Porto, Portugal, April 28-29, 2017;db/conf/ict4ageingwell/ict4ageingwell2017.html;;2017
33663;7942555;;;OPODIS;;;Michel Raynal|Nicola Santoro|Tarek F. Abdelzaher;;https://doi.org/10.1007/978-3-642-10877-8;;;978-3-642-10876-1;;;conf/opodis/2009;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Principles of Distributed Systems, 13th International Conference, OPODIS 2009, Nîmes, France, December 15-18, 2009. Proceedings;db/conf/opodis/opodis2009.html;5923;2009
31844;7818292;;;Conf. Computing Frontiers;;;Alexander Heinecke|Eli Upfal|Hubertus Franke|Krishna V. Palem;;https://doi.org/10.1145/2482767;;;978-1-4503-2053-5;;;conf/cf/2013;2018-11-06;;;;;ACM;;;;;;;;Computing Frontiers Conference, CF'13, Ischia, Italy, May 14 - 16, 2013;db/conf/cf/cf2013.html;;2013
26531;7478905;;;Workshop on Graphics Hardware;;;Wolfgang Straßer;;http://diglib.eg.org/handle/10.2312/340;;;;;;conf/egh/1995;2015-12-04;;;;;The Eurographics Association;;;;;;;;EGGH95: Tenth Eurographics Workshop on Graphics Hardware 1995;db/conf/egh/egh1995.html;;1995
9461;6422138;;;WISA;;;Baoning Niu|Gansen Zhao|Kanliang Wang|Ruixuan Li|Xiaofeng Meng 0001|Xin Wang 0001;;https://doi.org/10.1007/978-3-030-02934-0;;;978-3-030-02933-3|978-3-030-02934-0;;;conf/IEEEwisa/2018;2022-02-16;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Web Information Systems and Applications - 15th International Conference, WISA 2018, Taiyuan, China, September 14-15, 2018, Proceedings;db/conf/IEEEwisa/wisa2018.html;11242;2018
39208;8270142;;;VTS;;;;;http://www.computer.org/csdl/proceedings/vts/1996/7304/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/3739/proceeding;;;0-8186-7304-4;;;conf/vts/1996;2019-10-16;;;;;IEEE Computer Society;;;;;;;;14th IEEE VLSI Test Symposium (VTS'96), April 28 - May 1, 1996, Princeton, NJ, USA;db/conf/vts/vts1996.html;;1996
6474;6197239;;;HCI (20);;;Aaron Marcus|Wentao Wang 0007;;https://doi.org/10.1007/978-3-319-91806-8;;;978-3-319-91805-1|978-3-319-91806-8;;;conf/hci/2018-20;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Design, User Experience, and Usability: Users, Contexts and Case Studies - 7th International Conference, DUXU 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part III;db/conf/hci/hci2018-20.html;10920;2018
48746;8806784;;;BIC-TA;;;Gheorghe Paun|Linqiang Pan|Mario J. Pérez-Jiménez|Tao Song;;https://doi.org/10.1007/978-3-662-45049-9;;;978-3-662-45048-2;;;conf/bic-ta/2014;2017-05-17;;;;;Springer;;;;Communications in Computer and Information Science;db/series/ccis/index.html;;;Bio-Inspired Computing - Theories and Applications - 9th International Conference, BIC-TA 2014, Wuhan, China, October 16-19, 2014. Proceedings;db/conf/bic-ta/bic-ta2014.html;472;2014
11270;6513613;;;CSCW;;;Charlotte P. Lee|Louise Barkhuus|Marcos Borges|Steven E. Poltrock|Wendy A. Kellogg;;https://doi.org/10.1145/2998181;;;978-1-4503-4335-0;;;conf/cscw/2017;2018-11-06;;;;;ACM;;;;;;;;Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing, CSCW 2017, Portland, OR, USA, February 25 - March 1, 2017;db/conf/cscw/cscw2017.html;;2017
8735;6371244;;;ISMM;;;Chen Ding 0001|Martin Maas 0001;;https://doi.org/10.1145/3381898;;;978-1-4503-7566-5;;;conf/iwmm/2020;2020-07-06;;;;;ACM;;;;;;;;ISMM '20: 2020 ACM SIGPLAN International Symposium on Memory Management, ISMM 2020, virtual [London, UK], June 16, 2020;db/conf/iwmm/ismm2020.html;;2020
35478;8050578;;;SIGGRAPH Special Sessions;;;Jerome Solomon|Jessica K. Hodgins;;https://doi.org/10.1145/1278740;;;978-1-4503-4728-0;;;conf/siggraph/2007spec;2021-03-12;;;;;ACM;;;;;;;;International Conference on Computer Graphics and Interactive Techniques, SIGGRAPH 2007, San Diego, California, USA, August 5-9, 2007, Special Sessions;db/conf/siggraph/siggraph2007spec.html;;2007
9012;6390555;;;NetGames;;;;;https://ieeexplore.ieee.org/xpl/conhome/8452114/proceeding;;;978-1-5386-6098-0;;;conf/netgames/2018;2019-10-16;;;;;IEEE;;;;;;;;16th Annual Workshop on Network and Systems Support for Games, NetGames 2018, Amsterdam, The Netherlands, June 12-15, 2018;db/conf/netgames/netgames2018.html;;2018
3521;6023205;;;PQCrypto;;;Jean-Pierre Tillich|Jung Hee Cheon;0000-0002-1709-1792|0000-0002-7085-2220;https://doi.org/10.1007/978-3-030-81293-5;;;978-3-030-81292-8|978-3-030-81293-5;;;conf/pqcrypto/2021;2021-07-21;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Post-Quantum Cryptography - 12th International Workshop, PQCrypto 2021, Daejeon, South Korea, July 20-22, 2021, Proceedings;db/conf/pqcrypto/pqcrypto2021.html;12841;2021
36906;8127753;;;MSS;;;;;http://www.computer.org/csdl/proceedings/mss/1995/7064/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/4020/proceeding;;;0-8186-7064-9;;;conf/mss/1995;2019-10-16;;;;;IEEE Computer Society;;;;;;;;Proceedings of the Fourteenth IEEE Symposium on Mass Storage Systems, MSS 1995: Storage - At the Forefront of Information Infrastructures, Monterey, California, USA, September 11-14, 1995;db/conf/mss/mss95.html;;1995
45076;8568518;;;SSS;;;Chris Dale|Tom Anderson 0001;;https://doi.org/10.1007/978-0-85729-133-2;;;978-0-85729-132-5;;;conf/scss/2011;2020-05-15;;;;;Springer;;;;;;;;Advances in Systems Safety - Proceedings of the Nineteenth Safety-Critical Systems Symposium, Southampton, UK, February 8-10, 2011;db/conf/scss/sss2011.html;;2011
9414;6419826;;;Discovery Science;;;Koichi Furukawa|Setsuo Arikawa;;https://doi.org/10.1007/3-540-46846-3;;;3-540-66713-X;;;conf/dis/1999;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Discovery Science, Second International Conference, DS '99, Tokyo, Japan, December, 1999, Proceedings;db/conf/dis/dis99.html;1721;1999
29649;7687829;;;WiPSCE;;;Carsten Schulte|Judith Gal-Ezer|Michael E. Caspersen;;http://dl.acm.org/citation.cfm?id=2670757;;;978-1-4503-3250-7;;;conf/wipsce/2014;2014-10-31;;;;;ACM;;;;;;;;Proceedings of the 9th Workshop in Primary and Secondary Computing Education, WiPSCE 2014, Berlin, Germany, November 5-7, 2014;db/conf/wipsce/wipsce2014.html;;2014
585;2181002;;;Trans. Aspect-Oriented Software Development X;;;Gary T. Leavens|Shigeru Chiba|Éric Tanter;;https://doi.org/10.1007/978-3-642-36964-3;;;978-3-642-36963-6;;;journals/taosd/2013-10;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Transactions on Aspect-Oriented Software Development X;db/journals/taosd/taosd10.html;7800;2013
24311;7368707;;;CSR;;;Henning Fernau;0000-0002-4444-3220;https://doi.org/10.1007/978-3-030-50026-9;;;978-3-030-50025-2|978-3-030-50026-9;;;conf/csr/2020;2020-06-22;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Computer Science - Theory and Applications - 15th International Computer Science Symposium in Russia, CSR 2020, Yekaterinburg, Russia, June 29 - July 3, 2020, Proceedings;db/conf/csr/csr2020.html;12159;2020
41696;8389263;;;VHPC@SC;;;Anastassios Nanos|Gianluigi Zanetti|Michael Alexander;;https://doi.org/10.1145/2535800;;;978-1-4503-2509-7;;;conf/sc/2013vhpc;2018-11-06;;;;;ACM;;;;;;;;Proceedings of the 8th Workshop on Virtualization in High-Performance Cloud Computing, VHPC 2013, Denver, Colorado, USA, November 17-21, 2013;db/conf/sc/vhpc2013.html;;2013
21747;7198570;;;FPS;;;Evangelos Kranakis|Guillaume Bonfante|Joaquín García-Alfaro;0000-0002-7453-4393;https://doi.org/10.1007/978-3-319-30303-1;;;978-3-319-30302-4;;;conf/fps/2015;2019-12-27;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Foundations and Practice of Security - 8th International Symposium, FPS 2015, Clermont-Ferrand, France, October 26-28, 2015, Revised Selected Papers;db/conf/fps/fps2015.html;9482;2016
25092;7422226;;;FMICS;;;Bernhard Schätz|Gwen Salaün;;https://doi.org/10.1007/978-3-642-24431-5;;;978-3-642-24430-8;;;conf/fmics/2011;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Formal Methods for Industrial Critical Systems - 16th International Workshop, FMICS 2011, Trento, Italy, August 29-30, 2011. Proceedings;db/conf/fmics/fmics2011.html;6959;2011
30642;7737116;;;DIMVA;;;Cristiano Giuffrida|Gregory Blanc|Sébastien Bardin;;https://doi.org/10.1007/978-3-319-93411-2;;;978-3-319-93410-5|978-3-319-93411-2;;;conf/dimva/2018;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Detection of Intrusions and Malware, and Vulnerability Assessment - 15th International Conference, DIMVA 2018, Saclay, France, June 28-29, 2018, Proceedings;db/conf/dimva/dimva2018.html;10885;2018
28620;7614537;;;TopHPC;;;Lucio Grandinetti|Reza Shahbazian|Seyedeh Leili Mirtaheri|Thomas L. Sterling|Vladimir V. Voevodin;;;;;978-1-61499-881-5|978-1-61499-882-2;;;conf/tophpc/2017;2018-08-29;;;;;IOS Press;;;;Advances in Parallel Computing;db/series/apc/index.html;;;Big Data and HPC: Ecosystem and Convergence, TopHPC 2017, Tehran, Iran, 24-26 April 2017;db/conf/tophpc/tophpc2017.html;33;2018
1900;5940500;;;SENSEVAL@ACL;;;;;https://aclanthology.org/W04-0800/|https://aclanthology.org/volumes/W04-08/;oa|oa;;;;;conf/semeval/2004;2021-08-06;;;;;Association for Computational Linguistics;;;;;;;;Proceedings of the Third International Workshop on the Evaluation of Systems for the Semantic Analysis of Text, SENSEVAL@ACL 2004, Barcelona, Spain, July 25-26, 2004;db/conf/semeval/semeval2004.html;;2004
47749;8715241;;;DAC;;;;;http://dl.acm.org/citation.cfm?id=800270;;;;;;conf/dac/1967;2012-03-04;;;;;ACM;;;;;;;;Proceedings of the 4th Design Automation Conference, DAC '67, Los Angeles, California, USA, June 19-22, 1967;db/conf/dac/dac1967.html;;1967
23859;7332965;;;AAAI Workshop: Modern Artificial Intelligence for Health Analytics;;;Byron C. Wallace|David C. Kale|Finale Doshi-Velez|Jenna Wiens;;http://www.aaai.org/Library/Workshops/ws14-08.php;oa;;;;;conf/aaai/2014maiha;2022-02-08;;;;;AAAI;;;;AAAI Technical Report;db/series/aaaiws/index.html;;;Modern Artificial Intelligence for Health Analytics, Papers from the 2014 AAAI Workshop, Québec City, Québec, Canada, July 27, 2014;db/conf/aaai/maiha2014.html;WS-14-08;2014
30692;7738745;;;Humanoids;;;;;https://ieeexplore.ieee.org/xpl/conhome/9845/proceeding;;;0-7803-8863-1;;;conf/humanoids/2004;2019-10-16;;;;;IEEE;;;;;;;;4th IEEE/RAS International Conference on Humanoid Robots, Humanoids 2004, Santa Monica, CA, USA, November 10-12, 2004.;db/conf/humanoids/humanoids2004.html;;2004
35802;8066788;;;ICCSA (2);;;Ana Maria A. C. Rocha|Beniamino Murgante|Bernady O. Apduhan|David Taniar|Nadia Nedjah|Osvaldo Gervasi|Sanjay Misra;0000-0002-8862-3960|0000-0003-4327-520X;https://doi.org/10.1007/978-3-642-31075-1;;;978-3-642-31074-4;;;conf/iccsa/2012-2;2021-07-25;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Computational Science and Its Applications - ICCSA 2012 - 12th International Conference, Salvador de Bahia, Brazil, June 18-21, 2012, Proceedings, Part II;db/conf/iccsa/iccsa2012-2.html;7334;2012
33468;7928378;;;ECIR;;;Catherine Berrut|Chantal Soulé-Dupuy|Josiane Mothe|Mohand Boughanem;;https://doi.org/10.1007/978-3-642-00958-7;;;978-3-642-00957-0;;;conf/ecir/2009;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings;db/conf/ecir/ecir2009.html;5478;2009
25047;7421226;;;;;;Agnès Voisard|Shu-Ching Chen;;;;;1-58113-591-2;;;conf/gis/2002;2003-07-16;;;;;ACM;;;;;;;;ACM-GIS 2002, Proceedings of the Tenth ACM International Symposium on Advances in Geographic Information Systems, McLean, VA (near Washington, DC), USA, USA, November 8-9, 2002;db/conf/gis/gis2002.html;;2002
19980;7110104;;;RoboCup;;;Claude Sammut|Daniele Nardi|José Santos-Victor|Martin A. Riedmiller;;https://doi.org/10.1007/b106671;;;3-540-25046-8;;;conf/robocup/2004;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;RoboCup 2004: Robot Soccer World Cup VIII;db/conf/robocup/robocup2004.html;3276;2005
19045;7052925;;;HEALTHINF;;;Ana L. N. Fred|Egon L. van den Broek|Hugo Gamboa|Mário Vaz;;;;;978-989-758-213-4;;;conf/biostec/2017hi;2017-05-24;;;;;SciTePress;;;;;;;;Proceedings of the 10th International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC 2017) - Volume 5: HEALTHINF, Porto, Portugal, February 21-23, 2017.;db/conf/biostec/healthinf2017.html;;2017
17193;6937486;;;WINE;;;Marios Mavronicolas|Paul G. Spirakis|Spyros C. Kontogiannis;;https://doi.org/10.1007/11944874;;;3-540-68138-8;;;conf/wine/2006;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Internet and Network Economics, Second International Workshop, WINE 2006, Patras, Greece, December 15-17, 2006, Proceedings;db/conf/wine/wine2006.html;4286;2006
31703;7808514;;;CRoNe;;;Cristóbal J. Nettle|Miguel A. Solis;;http://ceur-ws.org/Vol-2312|https://nbn-resolving.org/urn:nbn:de:0074-2312-3;oa;;;;;conf/crone/2018;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the 4th Congress on Robotics and Neuroscience, Valparaíso, Chile, November 15-17, 2018.;db/conf/crone/crone2018.html;2312;2019
25150;7423631;;;DAI-SNAC@CoNEXT;;;;;https://doi.org/10.1145/3488661;;;978-1-4503-9136-8;;;conf/conext/2021daisnac;2021-12-08;;;;;ACM;;;;;;;;DAI-SNAC@CoNEXT 2021: Proceedings of the 2021 Workshop on Descriptive Approaches to IoT Security, Network, and Application Configuration, Virtual Event, Munich, Germany, 7 December 2021;db/conf/conext/daisnac2021.html;;2021
13629;6709817;;;CC;;;Ayal Zaks|Manuel V. Hermenegildo;;http://dl.acm.org/citation.cfm?id=2892208;;;978-1-4503-4241-4;;;conf/cc/2016;2016-03-09;;;;;ACM;;;;;;;;Proceedings of the 25th International Conference on Compiler Construction, CC 2016, Barcelona, Spain, March 12-18, 2016;db/conf/cc/cc2016.html;;2016
23633;7317571;;;ICIAP;;;Rita Cucchiara;;http://www.computer.org/csdl/proceedings/iciap/2007/2877/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/4362741/proceeding;;;0-7695-2877-5;;;conf/iciap/2007;2019-10-16;;;;;IEEE Computer Society;;;;;;;;14th International Conference on Image Analysis and Processing (ICIAP 2007), 10-14 September 2007, Modena, Italy;db/conf/iciap/iciap2007.html;;2007
