;incollection:ID;author:string[];author-orcid:string[];booktitle:string;cdrom:string;chapter:int;cite:string[];cite-label:string[];crossref:string;ee:string[];ee-type:string[];i:string[];key:string;mdate:date;note:string;number:string;pages:string;publisher:string;publisher-href:string;publtype:string;sub:string[];sup:string[];title:string;url:string;year:int
41823;2857617;Michel Crubellier;;Approaches to Legal Rationality;;;;;series/leus/Gabbay11;https://doi.org/10.1007/978-90-481-9588-6_1;;;series/leus/Crubellier11;2017-05-16;;;3-24;;;;;;Aristotle on the Ways and Means of Rhetoric.;db/series/leus/leus20.html#Crubellier11;2011
40063;2855665;Diego E. Liberati|Marco Taisch|Maurizio Fiasché|Stefano Gualandi;0000-0002-2111-3528;Multidisciplinary Approaches to Neural Computing;;;;;series/sist/69;https://doi.org/10.1007/978-3-319-56904-8_19;;;series/sist/FiascheLGT18;2020-12-29;;;191-201;;;;;;Quantum-Inspired Evolutionary Multiobjective Optimization for a Dynamic Production Scheduling Approach.;db/series/sist/sist69.html#FiascheLGT18;2018
19781;20478;Geoffrey Canright;;Encyclopedia of Complexity and Systems Science;;;;;reference/complexity/2009;https://doi.org/10.1007/978-0-387-30440-3_83;;;reference/complexity/Canright09;2017-07-12;;;1244-1253;;;encyclopedia;;;Complex Networks and Graph Theory.;db/reference/complexity/ecss2009.html#Canright09;2009
61000;2892015;Margaret Tierney;;Formal Methods in Systems Engineering;;;;;books/sp/93/RS1993;https://doi.org/10.1007/978-1-4471-1975-3_2;;;books/sp/93/Tierney93;2020-06-02;;;11-22;;;;;;Formal Methods of Software Development : Painted into the Corner of High-Integrity Computing?;db/books/collections/RS1993.html#Tierney93;1993
4643;5258;Peter J. Brockwell;;International Encyclopedia of Statistical Science;;;;;reference/stat/2011;https://doi.org/10.1007/978-3-642-04898-2_595;;;reference/stat/Brockwell11;2017-07-12;;;1601-1605;;;encyclopedia;;;Time Series.;db/reference/stat/stat2011.html#Brockwell11;2011
6770;7412;;;Encyclopedia of Multimedia;;;;;reference/mm/2008;https://doi.org/10.1007/978-0-387-78414-4_312;;;reference/mm/X08cd;2017-07-12;;;202-203;;;encyclopedia;;;Elements of Multimedia in Education.;db/reference/mm/mm2008.html#X08cd;2008
7259;7904;Vincenzo Moscato;;Encyclopedia of Big Data Technologies;;;;;reference/bdt/2019;https://doi.org/10.1007/978-3-319-63962-8_29-1;;;reference/bdt/Moscato19;2019-02-14;;;;;;encyclopedia;;;Big Data in Cultural Heritage.;db/reference/bdt/1.html#Moscato19;2019
58269;2888240;Aaron Fenster|Eranga Ukwatta;0000-0003-0180-4716;Advanced Computational Approaches to Biomedical Engineering;;;;;books/sp/14/SMB2014;https://doi.org/10.1007/978-3-642-41539-5_6;;;books/sp/14/UkwattaF14;2020-10-25;;;131-157;;;;;;Segmentation of the Carotid Arteries from 3D Ultrasound Images.;db/books/collections/SMB2014.html#UkwattaF14;2014
60098;2890614;Daniel Graziotin|Daniel Méndez 0001|Marcos Kalinowski|Michael Felderer|Stefan Wagner 0001;0000-0002-5256-8429|0000-0002-9107-7681|0000-0003-0619-6027|0000-0003-3818-4442;Contemporary Empirical Methods in Software Engineering;;;;;books/sp/20/FT2020;https://doi.org/10.1007/978-3-030-32489-6_4;;;books/sp/20/00010FGK20;2021-04-09;;;93-125;;;;;;Challenges in Survey Research.;db/books/collections/FT2020.html#00010FGK20;2020
39955;2855546;Cira Perna|Giuseppina Albano|Michele La Rocca 0001;;Advances in Neural Networks;;;;;series/sist/54;https://doi.org/10.1007/978-3-319-33747-0_37;;;series/sist/Albano0P16;2020-12-23;;;371-378;;;;;;Non Linear Time Series Analysis of Air Pollutants with Missing Data.;db/series/sist/sist54.html#Albano0P16;2016
51023;2878197;Anastasios Gounaris|Apostolos N. Papadopoulos|Kostas Tsichlas|Yannis Manolopoulos;;Computing Handbook, 3rd ed. (2);;;;;books/crc/chb2014-2;;;;books/crc/chb/PapadopoulosTGM14;2014-06-17;;;10: 1-18;;;;;;Access Methods.;db/books/collections/chb2014-2.html#PapadopoulosTGM14;2014
54444;2883788;Ajay K. Manrai|Lalita A. Manrai|Wayne S. DeSarbo;;Marketing;;;;;books/el/93/EL1993;https://doi.org/10.1016/s0927-0507(05)80028-3;;;books/el/93/DeSarboMM93;2020-05-11;;;193-257;;;;;;Chapter 5 Non-spatial tree models for the assessment of competitive market structure: An integrated review of the marketing and psychometric literature.;db/books/collections/EL1993.html#DeSarboMM93;1993
31971;2844487;Felizardo Cuevas|Oscar Castillo 0001|Prometeo Cortés-Antonio;0000-0002-7385-5689;Hybrid Intelligent Systems in Control, Pattern Recognition and Medicine;;;;;series/sci/827;https://doi.org/10.1007/978-3-030-34135-0_21;;;series/sci/Cuevas0C20;2020-03-27;;;301-314;;;;;;Towards a Control Strategy Based on Type-2 Fuzzy Logic for an Autonomous Mobile Robot.;db/series/sci/sci827.html#Cuevas0C20;2020
62131;2893302;Guiling Wang 0002|Lin Liu|Marin Litoiu|Patrick Martin|Soichiro Hidaka|Xin Peng 0001|Yijun Yu|Zhenjiang Hu;0000-0002-7154-8570;Engineering Adaptive Software Systems;;;;;books/sp/YB2019;https://doi.org/10.1007/978-981-13-2185-6_1;;;books/sp/19/HidakaHLLMPWY19;2021-11-16;;;1-33;;;informal;;;Design and Engineering of Adaptive Software Systems.;db/books/collections/YB2019.html#HidakaHLLMPWY19;2019
2415;3018;Gita Alaghband;;Wiley Encyclopedia of Computer Science and Engineering;;;;;reference/wiley/2008;https://doi.org/10.1002/9780470050118.ecse294;;;reference/wiley/Alaghband08;2017-05-16;;;;;;;;;Parallel Architectures.;db/reference/wiley/wiley2008.html#Alaghband08;2008
37809;2852460;Erio Castagnoli|Gino Favero;;Preferences and Decisions;;;;;series/sfsc/Greco10;https://doi.org/10.1007/978-3-642-15976-3_3;;;series/sfsc/CastagnoliF10;2017-05-16;;;31-51;;;;;;From Benchmarks to Generalised Expectations.;db/series/sfsc/Grego10.html#CastagnoliF10;2010
51557;2880247;Rida T. Farouki;;Geometry Processing for Design and Manufacturing;;;;;books/siam/92/B1992;https://doi.org/10.1137/1.9781611971668.ch1;;;books/siam/92/Farouki92;2020-06-12;;;3-33;;;;;;1. Pythagorean - Hodograph Curves in Practical Use.;db/books/collections/B1992.html#Farouki92;1992
57083;2886871;David England;;Visual Representations and Interpretations;;;;;books/sp/99/PN1999;https://doi.org/10.1007/978-1-4471-0563-3_19;;;books/sp/99/England99;2020-06-12;;;180-185;;;;;;Visualisation of Data Landscapes for Collaborative Virtual Environments.;db/books/collections/PN1999.html#England99;1999
50902;2878075;Daniela M. Witten|Jacob Bien;;Handbook of Big Data;;;;;books/crc/hbd2016;http://www.crcnetbase.com/doi/abs/10.1201/b19567-22;;;books/crc/p/BienW16;2021-06-23;;;285-303;;;;;;Penalized Estimation in Complex Models.;db/books/collections/hbd2016.html#BienW16;2016
67650;8617687;Andy King|Jacob M. Howe|Lunjin Lu;;Program Development in Computational Logic;;;;;conf/lopstr/2004lncs;https://doi.org/10.1007/978-3-540-25951-0_6;;;conf/lopstr/HoweKL04;2017-11-23;;;152-188;;;;;;Analysing Logic Programs by Reasoning Backwards.;db/conf/lopstr/lncs3049.html#HoweKL04;2004
49491;2876484;Silvana Quaglini;;Computer-based Medical Guidelines and Protocols;;;;;books/ios/TML2008;https://doi.org/10.3233/978-1-58603-873-1-160;;;books/ios/p/Quaglini08;2017-07-14;;;160-179;;;;;;Compliance with Clinical Practice Guidelines.;db/books/collections/TML2008.html#Quaglini08;2008
19327;20020;Andrzej Skowron;0000-0002-5271-6559;Handbook of Natural Computing;;;;;reference/nc/2012;https://doi.org/10.1007/978-3-540-92910-9_57;;;reference/nc/Skowron12;2019-10-19;;;1921-1948;;;;;;Rough-Fuzzy Computing.;db/reference/nc/nc2012.html#Skowron12;2012
2206;2808;David W. Rick|Judd Ethan Ruggill|Ken S. McAllister;;Encyclopedia of Computer Graphics and Games;;;;;reference/ecgg/2019;https://doi.org/10.1007/978-3-319-08234-9_54-1;;;reference/ecgg/RickMR19;2019-04-15;;;;;;encyclopedia;;;Vector Graphics.;db/reference/ecgg/1.html#RickMR19;2019
28754;2840849;Anne Schlicht|Heiner Stuckenschmidt;;Modular Ontologies;;;;;series/lncs/5445;https://doi.org/10.1007/978-3-642-01907-4_9;;;series/lncs/StuckenschmidtS09;2017-05-16;;;187-210;;;;;;Structure-Based Partitioning of Large Ontologies.;db/series/lncs/lncs5445.html#StuckenschmidtS09;2009
40874;2856509;Genke Yang|Shuzhi Wei|Zhongxing Ye;;Innovations in Hybrid Intelligent Systems;;;;;series/asc/2008-44;https://doi.org/10.1007/978-3-540-74972-1_57;;;series/asc/WeiYY08;2017-05-16;;;439-445;;;;;;Optimal Portfolio Selection with Threshold in Stochastic Market.;db/series/asc/asc44.html#WeiYY08;2008
41176;2856870;Kalin Kalinov|Nikola Stoyanov;0000-0002-8081-595X|0000-0002-9705-638X;Human Systems Integration to Enhance Maritime Domain Awareness for Port/Harbour Security;;;;;series/natosec/28;https://doi.org/10.3233/978-1-60750-621-8-69;;;series/natosec/KalinovS10;2020-10-26;;;69-77;;;;;;Aspects of Human Systems Behaviour and Their Impact on Port Security Architecture.;db/series/natosec/natosec28.html#KalinovS10;2010
30646;2843024;Craig Schlenoff|Frederick M. Proctor|Harry Scott|Hui-Min Huang|James S. Albus|Michael Shneier|Raj Madhavan 0001|Roger Bostelman|Sandor Szabo|Stephen Balakirsky|Tommy Chang|Tony Barbera|Tsai Hong|William P. Shackleford;;Computational Intelligence in Automotive Applications;;;;;series/sci/2008-132;https://doi.org/10.1007/978-3-540-79257-4_13;;;series/sci/AlbusBMSBSHCSSBSHP08;2020-11-04;;;237-274;;;;;;Intelligent Control of Mobility Systems.;db/series/sci/sci132.html#AlbusBMSBSHCSSBSHP08;2008
8047;8693;Jonathan Patrick|Martin L. Puterman;;Encyclopedia of Machine Learning and Data Mining;;;;;reference/ml/2017;https://doi.org/10.1007/978-1-4899-7687-1_77;;;reference/ml/PutermanP17;2017-07-12;;;377-388;;;encyclopedia;;;Dynamic Programming.;db/reference/ml/ml2017.html#PutermanP17;2017
23522;24221;Michael Carroll;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_1519;;;reference/db/Carroll09a;2017-07-12;;;1013-1015;;;encyclopedia;;;European Law in Databases.;db/reference/db/e.html#Carroll09a;2009
13063;13718;Il-Chul Moon;;Modeling and Simulation-Based Systems Engineering Handbook;;;;;reference/mosi/2014;http://www.crcnetbase.com/doi/abs/10.1201/b17902-5;;;reference/mosi/Moon14;2015-03-13;;;67-94;;;;;;Formal agent-based models of social systems.;db/reference/mosi/modeling2014.html#Moon14;2014
35968;2849043;Alessandro Cappelletti|Bruno Lepri|Elena Not|Fabio Pianesi|Massimo Zancanaro;;Computers in the Human Interaction Loop;;;;;series/hci/WaibelS09;https://doi.org/10.1007/978-1-84882-054-8_21;;;series/hci/PianesiZCLN09;2017-05-16;;;271-281;;;;;;Automatic Relational Reporting to Support Group Dynamics.;db/series/hci/WaibelS09.html#PianesiZCLN09;2009
53358;2882612;Josef Dick;;Applied Algebra and Number Theory;;;;;books/cu/LPWX2014;https://doi.org/10.1017/CBO9781139696456.004;;;books/cu/p/Dick14;2017-05-16;;Theory;39-57;;;;;;Applications of geometric discrepancy in numerical analysis and statistics.;db/books/collections/LPWX2014.html#Dick14;2014
60798;2891789;Vlada Botoric;;Creativity in the Digital Age;;;;;books/sp/2015ZB;https://doi.org/10.1007/978-1-4471-6681-8_9;;;books/sp/15/Botoric15;2019-05-20;;;159-170;;;;;;When Ideas Generate Value: How LEGO Profitably Democratized Its Relationship with Fans.;db/books/collections/ZB2015.html#Botoric15;2015
12198;12849;;;Encyclopedia of GIS;;;;;reference/gis/2017;https://doi.org/10.1007/978-3-319-17885-1_101104;;;reference/gis/X17xnd;2017-07-12;;;1761;;;encyclopedia;;;Representational State Transfer Services.;db/reference/gis/gis2017.html#X17xnd;2017
2484;3087;Dominique Laurent;;Wiley Encyclopedia of Computer Science and Engineering;;;;;reference/wiley/2008;https://doi.org/10.1002/9780470050118.ecse350;;;reference/wiley/Laurent08;2017-05-16;;;;;;;;;Relational Databases.;db/reference/wiley/wiley2008.html#Laurent08;2008
3920;4530;Andreas Rauber|Christoph Becker 0001|Stephan Strodl;;Handbook of Research on Digital Libraries;;;;;reference/dlhandbook/2009;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19907;;;reference/dlhandbook/StrodlBR09;2012-11-04;;;431-440;;;;;;Digital Preservation.;db/reference/dlhandbook/dlhandbook2009.html#StrodlBR09;2009
42866;2858877;Antonio Bicchi|Davide Dente|Enzo Pasquale Scilingo|Nicola Sgambelluri;;Multi-point Interaction with Real and Virtual Objects;;;;;series/star/2005-18;https://doi.org/10.1007/11429555_10;;;series/star/BicchiSDS05;2019-04-23;;;165-176;;;;;;Tactile Flow and Haptic Discrimination of Softness.;db/series/star/star18.html#BicchiSDS05;2005
21045;21742;;;Encyclopedia of Social Network Analysis and Mining. 2nd Ed.;;;;;reference/snam/2018;https://doi.org/10.1007/978-1-4939-7131-2_100372;;;reference/snam/X18lb;2019-02-17;;;;;;encyclopedia;;;External Factor Analysis.;db/reference/snam/snam2018.html#X18lb;2018
23950;24649;Leopoldo E. Bertossi;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_1242;;;reference/db/Bertossi09b;2017-07-12;;;1410-1414;;;encyclopedia;;;Inconsistent Databases.;db/reference/db/i.html#Bertossi09b;2009
49114;2876035;Christoph Walther;;Handbook of Logic in Artificial Intelligence and Logic Programming (2);;;;;books/ox/LAI2Hb94;;;;books/ox/LAI2Hb1994/Walther94;2008-05-06;;;127-228;;;;;;Mathematical induction.;db/books/collections/LAI2Handbook94.html#Walther94;1994
22907;23606;Kenichi Wada;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_1333;;;reference/db/Wada09f;2017-07-12;;;2359;;;encyclopedia;;;Redundant Arrays of Independent Disks.;db/reference/db/r.html#Wada09f;2009
26978;27679;Hiroshi Yoshida;;Encyclopedia of Database Systems (2nd ed.);;;;;reference/db/2018;https://doi.org/10.1007/978-1-4614-8265-9_1325;;;reference/db/Yoshida18c;2019-02-14;;;;;;encyclopedia;;;Storage Management Initiative Specification.;db/reference/db/s2.html#Yoshida18c;2018
6822;7464;Anastasis A. Sofokleous|Marios C. Angelides;;Encyclopedia of Multimedia;;;;;reference/mm/2008;https://doi.org/10.1007/978-0-387-78414-4_53;;;reference/mm/SofokleousA08;2017-07-12;;;516-521;;;encyclopedia;;;Multimedia Content Personalisation on Mobile Devices using MPEG-7 and MPEG-21.;db/reference/mm/mm2008.html#SofokleousA08;2008
14069;14731;Antony Galton;;Handbook of Temporal Reasoning in Artificial Intelligence;;;;;reference/fai/1;https://doi.org/10.1016/S1574-6526(05)80004-5|https://www.wikidata.org/entity/Q57945532;;;reference/fai/Galton05;2018-11-14;;;25-58;;;encyclopedia;;;Eventualities.;db/reference/fai/fai1.html#Galton05;2005
1614;2208;Alfred Menezes|Darrel Hankerson;;Encyclopedia of Cryptography and Security;;;;;reference/crypt/2005;https://doi.org/10.1007/0-387-23483-7_134;;;reference/crypt/HankersonM05e;2017-07-12;;;;;;encyclopedia;;;Elliptic Curve Keys.;db/reference/crypt/crypt2005.html#HankersonM05e;2005
44745;2869474;Petr Svarný;;New Directions in the Philosophy of Science;;;;;books/daglib/0035235;https://doi.org/10.1007/978-3-319-04382-1_33;;;books/daglib/p/Svarny14;2017-05-16;;;479-484;;;;;;Pros and Cons of Physics in Logics.;db/books/collections/GDGHUW2014.html#Svarny14;2014
24012;24711;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_2293;;;reference/db/X09ja;2017-07-12;;;494;;;encyclopedia;;;Contrast Pattern Based Classification.;db/reference/db/c.html#X09ja;2009
4689;5304;Michail Sverchkov;;International Encyclopedia of Statistical Science;;;;;reference/stat/2011;https://doi.org/10.1007/978-3-642-04898-2_302;;;reference/stat/Sverchkov11;2017-07-12;;;662-664;;;encyclopedia;;;Inference Under Informative Probability Sampling.;db/reference/stat/stat2011.html#Sverchkov11;2011
18474;19165;Bettina Speckmann;;Encyclopedia of Algorithms;;;;;reference/algo/2008;https://doi.org/10.1007/978-0-387-30162-4_191;;;reference/algo/Speckmann08;2017-07-12;;;;;;encyclopedia;;;Kinetic Data Structures.;db/reference/algo/algo2008.html#Speckmann08;2008
15792;16461;John Daugman;;Encyclopedia of Biometrics;;;;;reference/bio/2009;https://doi.org/10.1007/978-0-387-73003-5_307;;;reference/bio/Daugman09;2017-07-12;;;787-797;;;encyclopedia;;;Iris Encoding and Recognition using Gabor Wavelets.;db/reference/bio/i.html#Daugman09;2009
18718;19409;Maurice Herlihy;;Encyclopedia of Algorithms;;;;;reference/algo/2008;https://doi.org/10.1007/978-0-387-30162-4_424;;;reference/algo/Herlihy08c;2017-07-12;;;;;;encyclopedia;;;Topology Approach in Distributed Computing.;db/reference/algo/algo2008.html#Herlihy08c;2008
15303;15971;Ana González-Marcos|Joaquín B. Ordieres Meré|Manuel Castejón Limas;;Encyclopedia of Data Warehousing and Mining;;;;;reference/dataware/2009;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=10851;;;reference/dataware/MereLG09;2017-07-12;;;400-405;;;encyclopedia;;;Data Mining Applications in Steel Industry.;db/reference/dataware/dataware2009.html#MereLG09;2009
6394;7035;Hari Kalva|Paula Carrillo;;Encyclopedia of Multimedia;;;;;reference/mm/2008;https://doi.org/10.1007/978-0-387-78414-4_61;;;reference/mm/CarrilloK08;2017-07-12;;;732-736;;;encyclopedia;;;Privacy and Video Surveillance.;db/reference/mm/mm2008.html#CarrilloK08;2008
63215;2894638;Craig Gotsman|Giuliana Ucelli|Marco Attene|Pierre Alliez;0000-0001-8579-3588;Shape Analysis and Structuring;;;;;books/sp/FS2008;https://doi.org/10.1007/978-3-540-33265-7_2;;;books/sp/08/AlliezUGA08;2020-10-25;;;53-82;;;;;;Recent Advances in Remeshing of Surfaces.;db/books/collections/FS2008.html#AlliezUGA08;2008
36737;2851092;Adam Luszpaj|Anna Zygmunt|Jaroslaw Kozlak|Kamil Szymanski;;Software Engineering: Evolution and Emerging Technologies;;;;;series/faia/2005-130;http://www.booksonline.iospress.nl/Content/View.aspx?piid=1165;;;series/faia/KozlakZLS05;2012-03-13;;;259-270;;;;;;The Process of Integrating Ontologies for Knowledge Base Systems.;db/series/faia/faia130.html#KozlakZLS05;2005
23874;24573;Bibudh Lahiri|Srikanta Tirthapura;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_372;;;reference/db/LahiriT09;2017-07-12;;;2838-2842;;;encyclopedia;;;Stream Sampling.;db/reference/db/s.html#LahiriT09;2009
38713;2853892;Arshad Jhumka|Fuad Abujarad|Mahesh Arumugam|Sandeep S. Kulkarni;;Guide to Wireless Mesh Networks;;;;;series/ccn/MMW2009;https://doi.org/10.1007/978-1-84800-909-7_4;;;series/ccn/ArumugamJAK09;2019-03-06;;;77-118;;;;;;Stabilizing Interference-Free Slot Assignment for Wireless Mesh Networks.;db/series/ccn/MMW2009.html#ArumugamJAK09;2009
32161;2844697;Alireza Fasih|Fadi Al Machot|Kyandoghere Kyamakya|Laxminand Kishore Vutukuru|Sasanka Potluri;;Autonomous Systems: Developments and Trends;;;;;series/sci/2012-391;https://doi.org/10.1007/978-3-642-24806-1_20;;;series/sci/PotluriFVMK12;2017-05-16;;;255-266;;;;;;CNN Based High Performance Computing for Real Time Image Processing on GPU.;db/series/sci/sci391.html#PotluriFVMK12;2012
2620;3223;James J. Abbas|Mohamed N. Abdelghani|Ranu Jung;0000-0002-3647-7041;Encyclopedia of Computational Neuroscience;;;;;reference/cn/2014;https://doi.org/10.1007/978-1-4614-7320-6_199-1;;;reference/cn/AbdelghaniAJ14;2017-07-12;;;;;;encyclopedia;;;Peripheral Nerve Interface Applications, EMG/ENG.;db/reference/cn/cn2014.html#AbdelghaniAJ14;2014
42968;2859002;Alberto Rodriguez|Alicia Casals|Josep Amat|Manel Frigola;0000-0001-8838-1562|0000-0002-8769-7706|0000-0003-4706-5533;Advances in Telerobotics;;;;;series/star/2007-31;https://doi.org/10.1007/978-3-540-71364-7_9;;;series/star/FrigolaRAC07;2019-10-19;;;121-137;;;;;;Computer Vision Body Modeling for Gesture Based Teleoperation.;db/series/star/star31.html#FrigolaRAC07;2007
21203;21900;;;Encyclopedia of Social Network Analysis and Mining. 2nd Ed.;;;;;reference/snam/2018;https://doi.org/10.1007/978-1-4939-7131-2_100856;;;reference/snam/X18xar;2019-02-17;;;;;;encyclopedia;;;Partitioned Index.;db/reference/snam/snam2018.html#X18xar;2018
51582;2880276;Christine Hayn|Jesco Humpola|Jonas Schweiger|Klaus Spreckelsen|Lars Schewe|Thorsten Koch;0000-0002-3778-262X;Evaluating Gas Network Capacities;;;;;books/siam/15/KHPS2015;https://doi.org/10.1137/1.9781611973693.ch15;;;books/siam/15/HaynHSSKS15;2020-06-15;;;317-323;;;;;;Chapter 15: Perspectives.;db/books/collections/KHPS2015.html#HaynHSSKS15;2015
60686;2891666;Alexis Tsoukiàs|Nicolas Maudet|Wassila Ouerdane;;Trends in Multiple Criteria Decision Analysis;;;;;books/sp/10/EFG2010;https://doi.org/10.1007/978-1-4419-5904-1_7|https://www.wikidata.org/entity/Q57568566;;;books/sp/10/OuerdaneMT10;2019-11-28;;;177-208;;;;;;Argumentation Theory and Decision Aiding.;db/books/collections/EFG2010.html#OuerdaneMT10;2010
20050;20747;;;Encyclopedia of Social Network Analysis and Mining. 2nd Ed.;;;;;reference/snam/2018;https://doi.org/10.1007/978-1-4939-7131-2_101353;;;reference/snam/X18xqb;2019-02-17;;;;;;encyclopedia;;;Time-Stamped Graphs.;db/reference/snam/snam2018.html#X18xqb;2018
54039;2883375;Lennart Ljung;;Concise Encyclopedia of Modelling & Simulation;;;;;books/el/92/AB1992;https://doi.org/10.1016/b978-0-08-036201-4.50069-2;;;books/el/92/Ljung92;2019-07-19;;;139-145;;;encyclopedia;;;Identification: Basic Problem.;db/books/collections/AB1992.html#Ljung92;1992
8991;9638;;;Encyclopedia of Machine Learning;;;;;reference/ml/2010;https://doi.org/10.1007/978-0-387-30164-8_321;;;reference/ml/X10hr;2017-07-12;;;423;;;encyclopedia;;;Fuzzy Sets.;db/reference/ml/ml2010.html#X10hr;2010
26234;26935;Hiroshi Yoshida;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_1325;;;reference/db/Yoshida09c;2017-07-12;;;2806-2807;;;encyclopedia;;;Storage Management Initiative-Specification.;db/reference/db/s.html#Yoshida09c;2009
32701;2845295;Haijun Gong|Mingon Kang|Tae-Hyuk Ahn|WenJia Feng|Zekun Yu;0000-0002-7281-9459;Precision Health and Medicine;;;;;series/sci/843;https://doi.org/10.1007/978-3-030-24409-5_20;;;series/sci/FengYKGA20;2020-06-15;;;193-197;;;;;;Practical Evaluation of Different Omics Data Integration Methods.;db/series/sci/sci843.html#FengYKGA20;2020
23876;24575;;;Encyclopedia of Database Systems;;;;;reference/db/2009;https://doi.org/10.1007/978-0-387-39940-9_3428;;;reference/db/X09xvb;2017-07-12;;;2353;;;encyclopedia;;;Record Extraction.;db/reference/db/r.html#X09xvb;2009
15476;16145;;;Encyclopedia of Biometrics;;;;;reference/bio/2009;https://doi.org/10.1007/978-0-387-73003-5_2327;;;reference/bio/X09vd;2017-07-12;;;953;;;encyclopedia;;;Malicious-code-free Operating System.;db/reference/bio/m.html#X09vd;2009
40861;2856496;Wieslaw Pamula;;Computer Recognition Systems 3;;;;;series/asc/2009-57;https://doi.org/10.1007/978-3-540-93905-4_68;;;series/asc/Pamula09;2019-03-07;;;585-592;;;;;;Vehicle Detection Algorithm for FPGA Based Implementation.;db/series/asc/asc57.html#Pamula09;2009
34553;2847324;Gheorghe Florea|Radu Dobrescu;;Service Orientation in Holonic and Multi Agent Manufacturing and Robotics;;;;;series/sci/2013-472;https://doi.org/10.1007/978-3-642-35852-4_6;;;series/sci/DobrescuF13;2017-05-16;;;85-100;;;;;;Unified Framework for Self-organizing Manufacturing Systems Design.;db/series/sci/sci472.html#DobrescuF13;2013
37427;2851969;Andreas Wendemuth|Frank Honold|Michael Tornow|Ralph Heinemann|Reinhard Schwegler|Susanne Biundo|Thilo Hörnle;;Companion Technology;;;;;series/cogtech/331943664;https://doi.org/10.1007/978-3-319-43665-4_22;;;series/cogtech/HornleTHSHBW17;2017-12-08;;;449-469;;;;;;Companion-Systems: A Reference Architecture.;db/series/cogtech/331943664.html#HornleTHSHBW17;2017
13745;14404;;;Computer Vision, A Reference Guide;;;;;;https://doi.org/10.1007/978-0-387-31439-6_100157;;;reference/vision/X14fu;2017-07-12;;;581;;;encyclopedia;;;Panoramic Camera.;db/reference/vision/vision2014.html#X14fu;2014
33435;2846110;Lalla Saadia Chadli|R. Ettoussi|Said Melliani;;Intuitionistic and Type-2 Fuzzy Logic Enhancements in Neural and Optimization Algorithms;;;;;series/sci/862;https://doi.org/10.1007/978-3-030-35445-9_13;;;series/sci/EttoussiMC20;2021-06-18;;;145-153;;;;;;Nonlocal Intuitionistic Fuzzy Differential Equation.;db/series/sci/sci862.html#EttoussiMC20;2020
22596;23295;Chenghua Lin|Yulan He;;Encyclopedia of Social Network Analysis and Mining;;;;;;https://doi.org/10.1007/978-1-4614-6170-8_120;;;reference/snam/LinH14;2017-07-12;;;1688-1699;;;encyclopedia;;;Sentiment Analysis in Social Media.;db/reference/snam/snam2014.html#LinH14;2014
19705;20402;Giuseppe Gaeta;;Encyclopedia of Complexity and Systems Science;;;;;reference/complexity/2009;https://doi.org/10.1007/978-0-387-30440-3_398;;;reference/complexity/Gaeta09a;2017-07-12;;;6686-6689;;;encyclopedia;;;Perturbation Theory, Introduction to.;db/reference/complexity/ecss2009.html#Gaeta09a;2009
8555;9202;;;Encyclopedia of Machine Learning;;;;;reference/ml/2010;https://doi.org/10.1007/978-0-387-30164-8_848;;;reference/ml/X10wh;2017-07-12;;;990;;;encyclopedia;;;Transfer of Knowledge Across Domains.;db/reference/ml/ml2010.html#X10wh;2010
43918;2868645;J. M. Schumacher;;Mathematical Systems Theory in Biology, Communications, Computation, and Finance;;;;;books/daglib/0031299;https://doi.org/10.1007/978-0-387-21696-6_13;;;books/daglib/p/Schumacher03;2017-05-16;;;345-374;;;;;;Control and Financial Engineering.;db/books/collections/RG2003.html#Schumacher03;2003
44964;2869694;Fernando De la Torre|Jeffrey F. Cohn;;Visual Analysis of Humans;;;;;books/daglib/0028268;https://doi.org/10.1007/978-0-85729-997-0_19;;;books/daglib/p/TorreC11;2017-05-16;;;377-409;;;;;;Facial Expression Analysis.;db/books/daglib/0028268.html#TorreC11;2011
58732;2888768;Boaz Nadler|Ira Kemelmacher-Shlizerman|Ronen Basri;;Shape Perception in Human and Computer Vision;;;;;books/sp/13/DP2013;https://doi.org/10.1007/978-1-4471-5195-1_19;;;books/sp/13/Kemelmacher-ShlizermanBN13;2019-08-14;;;275-284;;;;;;3D Face Reconstruction from Single Two-Tone and Color Images.;db/books/collections/DP2013.html#Kemelmacher-ShlizermanBN13;2013
41987;2857794;Paco Calvo Garzón;;Special Sciences and the Unity of Science;;;;;series/leus/Pombo12;https://doi.org/10.1007/978-94-007-2030-5_8;;;series/leus/Garzon12;2017-05-16;;;121-136;;;;;;Plant Neurobiology: Lessons for the Unity of Science.;db/series/leus/leus24.html#Garzon12;2012
